index,mapped_rxn
3952,[CH3:1][O:2][N:3]([CH3:4])[C:5](=[O:6])[CH:7]=[CH2:8].I/[CH:9]=[C:10](/[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)[CH2:17][NH:18][S:19](=[O:20])(=[O:21])[c:22]1[cH:23][cH:24][c:25]([CH3:26])[cH:27][cH:28]1>>[CH3:1][O:2][N:3]([CH3:4])[C:5](=[O:6])[CH2:7][CH:8]1[CH:9]=[C:10]([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:17][N:18]1[S:19](=[O:20])(=[O:21])[c:22]1[cH:23][cH:24][c:25]([CH3:26])[cH:27][cH:28]1
3953,[CH3:1][O:2][N:3]([CH3:4])[C:5](=[O:6])[CH:7]=[CH:8][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1.I[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[CH3:1][O:2][N:3]([CH3:4])[C:5](=[O:6])[CH:7]=[C:8]([c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1
3954,[CH3:1][O:2][N:3]([CH3:4])[C:5](=[O:6])[CH:7]=[CH:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1.I[c:15]1[cH:16][c:17]([CH3:18])[cH:19][c:20]([CH3:21])[cH:22]1>>[CH3:1][O:2][N:3]([CH3:4])[C:5](=[O:6])/[CH:7]=[C:8](\[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)[c:15]1[cH:16][c:17]([CH3:18])[cH:19][c:20]([CH3:21])[cH:22]1
3955,I[c:9]1[cH:8][cH:7][c:6]([C:4]([O:3][CH2:2][CH3:1])=[O:5])[cH:25][cH:24]1.[CH:10](=[CH:11][C:12](=[O:13])[N:14]([CH3:15])[O:16][CH3:17])[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[cH:7][cH:8][c:9](/[C:10](=[CH:11]/[C:12](=[O:13])[N:14]([CH3:15])[O:16][CH3:17])[c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[cH:24][cH:25]1
3956,[CH2:17]=[CH:18][C:19](=[O:20])[N:21]1[N:22]=[CH:23][c:24]2[cH:25][cH:26][cH:27][cH:28][c:29]2[CH:30]1[CH:31]([CH3:32])[CH3:33].I[c:16]1[cH:15][c:5]([CH2:6][c:7]2[cH:8][n:9][c:10]([NH2:11])[n:12][c:13]2[NH2:14])[cH:4][c:3]([O:2][CH3:1])[c:34]1[O:35][CH3:36]>>[CH3:1][O:2][c:3]1[cH:4][c:5]([CH2:6][c:7]2[cH:8][n:9][c:10]([NH2:11])[n:12][c:13]2[NH2:14])[cH:15][c:16](/[CH:17]=[CH:18]/[C:19](=[O:20])[N:21]2[N:22]=[CH:23][c:24]3[cH:25][cH:26][cH:27][cH:28][c:29]3[CH:30]2[CH:31]([CH3:32])[CH3:33])[c:34]1[O:35][CH3:36]
3957,[CH2:17]=[CH:18][C:19](=[O:20])[N:21]1[N:22]=[CH:23][c:24]2[cH:25][cH:26][cH:27][cH:28][c:29]2[CH:30]1[c:31]1[cH:32][c:33]([CH3:34])[cH:35][c:36]([CH3:37])[cH:38]1.I[c:16]1[cH:15][c:5]([CH2:6][c:7]2[cH:8][n:9][c:10]([NH2:11])[n:12][c:13]2[NH2:14])[cH:4][c:3]([O:2][CH3:1])[c:39]1[O:40][CH3:41]>>[CH3:1][O:2][c:3]1[cH:4][c:5]([CH2:6][c:7]2[cH:8][n:9][c:10]([NH2:11])[n:12][c:13]2[NH2:14])[cH:15][c:16](/[CH:17]=[CH:18]/[C:19](=[O:20])[N:21]2[N:22]=[CH:23][c:24]3[cH:25][cH:26][cH:27][cH:28][c:29]3[CH:30]2[c:31]2[cH:32][c:33]([CH3:34])[cH:35][c:36]([CH3:37])[cH:38]2)[c:39]1[O:40][CH3:41]
3958,[CH3:1][O:2][C:3](=[O:4])[CH:5]=[CH2:6].I[c:7]1[cH:8][o:9][c:10]2[cH:11][c:12]([OH:13])[cH:14][cH:15][c:16]2[c:17]1=[O:18]>>[CH3:1][O:2][C:3](=[O:4])/[CH:5]=[CH:6]/[c:7]1[cH:8][o:9][c:10]2[cH:11][c:12]([OH:13])[cH:14][cH:15][c:16]2[c:17]1=[O:18]
3959,[CH3:1][O:2][C:3](=[O:4])[CH:5]=[CH2:6].I[c:7]1[cH:8][o:9][c:10]2[cH:11][c:12]([OH:13])[cH:14][cH:15][c:16]2[c:17]1=[O:18]>>[CH3:1][O:2][C:3](=[O:4])/[CH:5]=[CH:6]/[c:7]1[cH:8][o:9][c:10]2[cH:11][c:12]([OH:13])[cH:14][cH:15][c:16]2[c:17]1=[O:18]
3960,[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH:6]=[CH2:7].I[c:8]1[cH:9][o:10][c:11]2[cH:12][c:13]([OH:14])[cH:15][cH:16][c:17]2[c:18]1=[O:19]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])/[CH:6]=[CH:7]/[c:8]1[cH:9][o:10][c:11]2[cH:12][c:13]([OH:14])[cH:15][cH:16][c:17]2[c:18]1=[O:19]
3961,[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH:6]=[CH2:7].I[c:8]1[cH:9][o:10][c:11]2[cH:12][c:13]([OH:14])[cH:15][cH:16][c:17]2[c:18]1=[O:19]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])/[CH:6]=[CH:7]/[c:8]1[cH:9][o:10][c:11]2[cH:12][c:13]([OH:14])[cH:15][cH:16][c:17]2[c:18]1=[O:19]
3962,[CH3:1][CH2:2][O:3][c:4]1[cH:5][cH:6][c:7]([CH:8]=[CH2:9])[cH:23][cH:24]1.I[c:10]1[cH:11][o:12][c:13]2[cH:14][c:15]([O:16][CH3:17])[cH:18][cH:19][c:20]2[c:21]1=[O:22]>>[CH3:1][CH2:2][O:3][c:4]1[cH:5][cH:6][c:7](/[CH:8]=[CH:9]/[c:10]2[cH:11][o:12][c:13]3[cH:14][c:15]([O:16][CH3:17])[cH:18][cH:19][c:20]3[c:21]2=[O:22])[cH:23][cH:24]1
3963,[CH3:1][CH2:2][O:3][c:4]1[cH:5][cH:6][c:7]([CH:8]=[CH2:9])[cH:23][cH:24]1.I[c:10]1[cH:11][o:12][c:13]2[cH:14][c:15]([O:16][CH3:17])[cH:18][cH:19][c:20]2[c:21]1=[O:22]>>[CH3:1][CH2:2][O:3][c:4]1[cH:5][cH:6][c:7](/[CH:8]=[CH:9]/[c:10]2[cH:11][o:12][c:13]3[cH:14][c:15]([O:16][CH3:17])[cH:18][cH:19][c:20]3[c:21]2=[O:22])[cH:23][cH:24]1
3964,[O:1]=[C:2]([CH:3]=[CH2:4])[NH:24][c:25]1[cH:26][cH:27][cH:28][cH:29][n:30]1.I[c:5]1[c:6](-[c:7]2[cH:8][cH:9][c:10]([OH:11])[cH:12][cH:13]2)[o:14][c:15]2[cH:16][c:17]([OH:18])[cH:19][cH:20][c:21]2[c:22]1=[O:23]>>[O:1]=[C:2](/[CH:3]=[CH:4]/[c:5]1[c:6](-[c:7]2[cH:8][cH:9][c:10]([OH:11])[cH:12][cH:13]2)[o:14][c:15]2[cH:16][c:17]([OH:18])[cH:19][cH:20][c:21]2[c:22]1=[O:23])[NH:24][c:25]1[cH:26][cH:27][cH:28][cH:29][n:30]1
3965,[O:1]=[C:2]([CH:3]=[CH2:4])[n:24]1[cH:25][cH:26][cH:27][n:28]1.I[c:5]1[c:6](-[c:7]2[cH:8][cH:9][c:10]([OH:11])[cH:12][cH:13]2)[o:14][c:15]2[cH:16][c:17]([OH:18])[cH:19][cH:20][c:21]2[c:22]1=[O:23]>>[O:1]=[C:2](/[CH:3]=[CH:4]/[c:5]1[c:6](-[c:7]2[cH:8][cH:9][c:10]([OH:11])[cH:12][cH:13]2)[o:14][c:15]2[cH:16][c:17]([OH:18])[cH:19][cH:20][c:21]2[c:22]1=[O:23])[n:24]1[cH:25][cH:26][cH:27][n:28]1
3966,Br[CH2:5][CH2:4][CH2:3][CH2:2][CH3:1].c1ccc([P+](c2ccccc2)(c2ccccc2)[CH3:12])cc1.Br[c:13]1[cH:14][cH:15][c:16]([Cl:17])[cH:18][cH:19]1.O=[CH:11][c:10]1[cH:9][cH:8][c:7]([OH:6])[cH:21][cH:20]1.[I-]>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][O:6][c:7]1[cH:8][cH:9][c:10](/[CH:11]=[CH:12]/[c:13]2[cH:14][cH:15][c:16]([Cl:17])[cH:18][cH:19]2)[cH:20][cH:21]1
3967,Br[CH2:5][CH2:4][CH2:3][CH2:2][CH3:1].c1ccc([P+](c2ccccc2)(c2ccccc2)[CH3:12])cc1.O=[CH:11][c:10]1[cH:9][cH:8][c:7]([OH:6])[cH:23][cH:22]1.Br[c:13]1[cH:14][cH:15][c:16]([N+:17](=[O:18])[O-:19])[cH:20][cH:21]1.[I-]>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][O:6][c:7]1[cH:8][cH:9][c:10](/[CH:11]=[CH:12]/[c:13]2[cH:14][cH:15][c:16]([N+:17](=[O:18])[O-:19])[cH:20][cH:21]2)[cH:22][cH:23]1
3968,Br[CH2:5][CH2:4][CH2:3][CH2:2][CH3:1].I[c:13]1[cH:14][c:24]([O:25][CH3:26])[c:18](I)[cH:33][c:34]1[O:35][CH3:36].c1cc[cH:17][c:12]([P+]([CH3:19])([c:20]2c[cH:28][cH:27][cH:30][cH:29]2)[c:21]2[cH:22][cH:23][cH:15][cH:31][cH:32]2)c1.[OH:6][c:7]1[cH:8][cH:9][c:10]([CH:11]=[O:16])[cH:37][cH:38]1.[I-]>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][O:6][c:7]1[cH:8][cH:9][c:10](/[CH:11]=[CH:12]/[c:13]2[cH:14][c:15]([O:16][CH3:17])[c:18](/[CH:19]=[CH:20]/[c:21]3[cH:22][cH:23][c:24]([O:25][CH2:26][CH2:27][CH2:28][CH2:29][CH3:30])[cH:31][cH:32]3)[cH:33][c:34]2[O:35][CH3:36])[cH:37][cH:38]1
3969,Br[CH2:5][CH2:4][CH2:3][CH2:2][CH3:1].[OH:6][c:7]1[cH:8][cH:9][c:10]([CH:11]=[O:16])[cH:39][c:40]1[O:41][CH3:42].I[c:13]1[cH:23][c:24]([O:25][CH3:33])[c:18](I)[cH:35][c:36]1[O:37][CH3:38].c1[cH:12][c:20]([P+]([CH3:19])([c:21]2[cH:26][cH:14][cH:15][cH:31][cH:34]2)[c:30]2cc[cH:27][cH:28][cH:29]2)[cH:17]c[cH:22]1.[I-]>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][O:6][c:7]1[cH:8][cH:9][c:10](/[CH:11]=[CH:12]/[c:13]2[cH:14][c:15]([O:16][CH3:17])[c:18](/[CH:19]=[CH:20]/[c:21]3[cH:22][cH:23][c:24]([O:25][CH2:26][CH2:27][CH2:28][CH2:29][CH3:30])[c:31]([O:32][CH3:33])[cH:34]3)[cH:35][c:36]2[O:37][CH3:38])[cH:39][c:40]1[O:41][CH3:42]
3970,[CH3:1][O:2][N:3]([CH3:4])[C:5](=[O:6])[CH:7]=[CH:8][CH2:9][CH2:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1.OB(O)[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1>>[CH3:1][O:2][N:3]([CH3:4])[C:5](=[O:6])/[CH:7]=[C:8](\[CH2:9][CH2:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1
3971,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][NH:8][C:9](=[O:10])[CH:11]=[CH2:12])[cH:26][cH:27]1.I[c:13]1[cH:14][o:15][c:16]2[cH:17][c:18]([O:19][CH3:20])[cH:21][cH:22][c:23]2[c:24]1=[O:25]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][NH:8][C:9](=[O:10])/[CH:11]=[CH:12]/[c:13]2[cH:14][o:15][c:16]3[cH:17][c:18]([O:19][CH3:20])[cH:21][cH:22][c:23]3[c:24]2=[O:25])[cH:26][cH:27]1
3972,[CH3:1][CH2:2][O:3][c:4]1[cH:5][cH:6][c:7]([NH:8][C:9](=[O:10])[CH:11]=[CH2:12])[cH:26][cH:27]1.I[c:13]1[cH:14][o:15][c:16]2[cH:17][c:18]([O:19][CH3:20])[cH:21][cH:22][c:23]2[c:24]1=[O:25]>>[CH3:1][CH2:2][O:3][c:4]1[cH:5][cH:6][c:7]([NH:8][C:9](=[O:10])/[CH:11]=[CH:12]/[c:13]2[cH:14][o:15][c:16]3[cH:17][c:18]([O:19][CH3:20])[cH:21][cH:22][c:23]3[c:24]2=[O:25])[cH:26][cH:27]1
3973,[CH2:10]=[CH:11][C:12](=[O:13])[NH:14][c:15]1[cH:16][cH:17][cH:18][c:19]([Cl:20])[cH:21]1.I[c:9]1[c:7](=[O:8])[c:6]2[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:25][c:24]2[o:23][cH:22]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[c:7](=[O:8])[c:9](/[CH:10]=[CH:11]/[C:12](=[O:13])[NH:14][c:15]3[cH:16][cH:17][cH:18][c:19]([Cl:20])[cH:21]3)[cH:22][o:23][c:24]2[cH:25]1
3974,[CH3:1][O:2][C:3](=[O:4])/[CH:5]=[CH:6]/[c:15]1[cH:16][cH:17][s:18][cH:19]1.Br[c:26]1[cH:25][cH:7][c:10]([CH:11]=[O:12])[cH:28][cH:27]1>>[CH3:1][O:2][C:3](=[O:4])/[CH:5]=[C:6](/[c:7]1[cH:8][cH:9][c:10]([CH:11]=[O:12])[cH:13][cH:14]1)[c:15]1[cH:16][cH:17][s:18][cH:19]1.[CH3:20][O:21][C:22](=[O:23])/[CH:24]=[C:25](\[c:26]1[cH:27][cH:28][c:29]([CH:30]=[O:31])[cH:32][cH:33]1)[c:34]1[cH:35][cH:36][s:37][cH:38]1
3975,Br[c:27]1[cH:26][cH:7][c:10]([C:11]([CH3:12])=[O:13])[cH:29][cH:28]1.[CH3:1][O:2][C:3](=[O:4])/[CH:5]=[CH:6]/[c:16]1[cH:17][cH:18][s:19][cH:20]1>>[CH3:1][O:2][C:3](=[O:4])/[CH:5]=[C:6](/[c:7]1[cH:8][cH:9][c:10]([C:11]([CH3:12])=[O:13])[cH:14][cH:15]1)[c:16]1[cH:17][cH:18][s:19][cH:20]1.[CH3:21][O:22][C:23](=[O:24])/[CH:25]=[C:26](\[c:27]1[cH:28][cH:29][c:30]([C:31]([CH3:32])=[O:33])[cH:34][cH:35]1)[c:36]1[cH:37][cH:38][s:39][cH:40]1
3976,[CH3:1][O:2][C:3](=[O:4])/[CH:5]=[CH:6]/[c:15]1[cH:16][cH:36][o:37][cH:19]1.Br[c:26]1[cH:25][cH:7][c:10]([CH:11]=[O:12])[cH:28][cH:27]1>>[CH3:1][O:2][C:3](=[O:4])/[CH:5]=[C:6](/[c:7]1[cH:8][cH:9][c:10]([CH:11]=[O:12])[cH:13][cH:14]1)[c:15]1[cH:16][cH:17][o:18][cH:19]1.[CH3:20][O:21][C:22](=[O:23])/[CH:24]=[C:25](\[c:26]1[cH:27][cH:28][c:29]([CH:30]=[O:31])[cH:32][cH:33]1)[c:34]1[cH:35][cH:36][o:37][cH:38]1
3977,[CH2:6]=[CH:7][c:8]1[cH:9][cH:10][c:11]([O:12][CH2:13][c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[c:20]([O:21][CH3:22])[cH:23]1.O=C(Cl)[c:5]1[cH:4][c:3]([O:2][CH3:1])[cH:30][c:25]([O:26][C:27]([CH3:28])=[O:29])[cH:24]1>>[CH3:1][O:2][c:3]1[cH:4][c:5](/[CH:6]=[CH:7]/[c:8]2[cH:9][cH:10][c:11]([O:12][CH2:13][c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)[c:20]([O:21][CH3:22])[cH:23]2)[cH:24][c:25]([O:26][C:27]([CH3:28])=[O:29])[cH:30]1
3978,[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH:6]=[CH2:7].Br[c:15]1[cH:16][cH:17][cH:18][cH:19][c:20]1[F:21].Br[c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1[F:14]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH:6]=[C:7]([c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1[F:14])[c:15]1[cH:16][cH:17][cH:18][cH:19][c:20]1[F:21]
3979,[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH:6]=[CH2:7].I[c:8]1[c:9]([CH3:10])[cH:11][c:12]([C:13]([CH3:14])([CH3:15])[CH3:16])[cH:17][c:18]1[CH3:19]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH:6]=[CH:7][c:8]1[c:9]([CH3:10])[cH:11][c:12]([C:13]([CH3:14])([CH3:15])[CH3:16])[cH:17][c:18]1[CH3:19]
3980,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH:6]=[CH2:7].OB(O)[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH:6]=[CH:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1
3981,[CH3:1][O:2][C:3](=[O:4])[CH:5]=[CH2:6].Br[c:7]1[cH:8][cH:9][c:10]([CH3:11])[cH:12][c:13]1[N+:14](=[O:15])[O-:16]>>[CH3:1][O:2][C:3](=[O:4])/[CH:5]=[CH:6]/[c:7]1[cH:8][cH:9][c:10]([CH3:11])[cH:12][c:13]1[N+:14](=[O:15])[O-:16]
3982,[CH2:7]=[CH:8][c:9]1[cH:10][cH:11][c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]2[cH:18]1.Br[c:6]1[cH:5][cH:4][c:3]([CH:2]=[O:1])[cH:20][cH:19]1>>[O:1]=[CH:2][c:3]1[cH:4][cH:5][c:6](/[CH:7]=[CH:8]/[c:9]2[cH:10][cH:11][c:12]3[cH:13][cH:14][cH:15][cH:16][c:17]3[cH:18]2)[cH:19][cH:20]1
3983,[CH2:1]([Si:3]([O:8][C@:9]1([CH3:10])[CH2:11][CH2:12][C:13]2=[C:46]([CH3:47])[CH2:48][CH2:49][C@H:18]3[C:19](=[CH2:20])[C:28](=[O:29])[O:30][C@@H:31]3[C@@H:32]12)([CH2:27][CH3:21])[CH2:44][CH3:43])[CH3:7].I[c:53]1[cH:52][cH:26][c:24]([F:25])[cH:55][cH:54]1>>[CH3:1][CH2:2][Si:3]([CH2:4][CH3:5])([CH2:6][CH3:7])[O:8][C@:9]1([CH3:10])[CH2:11][CH2:12][C:13]2=[C:14]([CH3:15])[CH2:16][CH2:17][C@H:18]3/[C:19](=[CH:20]/[c:21]4[cH:22][cH:23][c:24]([F:25])[cH:26][cH:27]4)[C:28](=[O:29])[O:30][C@@H:31]3[C@@H:32]12.[CH3:33][CH2:34][Si:35]([CH2:36][CH3:37])([CH2:38][CH3:39])[O:40][C@:41]1([CH3:42])[CH2:43][CH2:44][C:45]2=[C:46]([CH3:47])[CH2:48][CH2:49][C@H:50]3/[C:51](=[CH:52]\[c:53]4[cH:54][cH:55][c:56]([F:57])[cH:58][cH:59]4)[C:60](=[O:61])[O:62][C@@H:63]3[C@@H:64]12
3984,[CH2:1]([Si:3]([O:8][C@:9]1([CH3:10])[CH2:11][CH2:12][C:13]2=[C:46]([CH3:47])[CH2:48][CH2:49][C@H:18]3[C:19](=[CH2:20])[C:28](=[O:29])[O:30][C@@H:31]3[C@@H:32]12)([CH2:27][CH3:21])[CH2:44][CH3:43])[CH3:7].I[c:53]1[cH:52][cH:26][c:24]([F:25])[cH:55][cH:54]1>>[CH3:1][CH2:2][Si:3]([CH2:4][CH3:5])([CH2:6][CH3:7])[O:8][C@:9]1([CH3:10])[CH2:11][CH2:12][C:13]2=[C:14]([CH3:15])[CH2:16][CH2:17][C@H:18]3/[C:19](=[CH:20]/[c:21]4[cH:22][cH:23][c:24]([F:25])[cH:26][cH:27]4)[C:28](=[O:29])[O:30][C@@H:31]3[C@@H:32]12.[CH3:33][CH2:34][Si:35]([CH2:36][CH3:37])([CH2:38][CH3:39])[O:40][C@:41]1([CH3:42])[CH2:43][CH2:44][C:45]2=[C:46]([CH3:47])[CH2:48][CH2:49][C@H:50]3/[C:51](=[CH:52]\[c:53]4[cH:54][cH:55][c:56]([F:57])[cH:58][cH:59]4)[C:60](=[O:61])[O:62][C@@H:63]3[C@@H:64]12
3985,I[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:18][cH:17]1.[CH:7](=[CH:8]/[CH:9]=[O:10])\[CH:11]1[CH2:12][CH2:13][CH2:14][CH2:15][CH2:16]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](/[C:7](=[CH:8]/[CH:9]=[O:10])[CH:11]2[CH2:12][CH2:13][CH2:14][CH2:15][CH2:16]2)[cH:17][cH:18]1
3986,I[c:7]1[cH:6][cH:5][c:4]([N:2]([CH3:1])[CH3:3])[cH:19][cH:18]1.[CH:8](=[CH:9]/[CH:10]=[O:11])\[CH:12]1[CH2:13][CH2:14][CH2:15][CH2:16][CH2:17]1>>[CH3:1][N:2]([CH3:3])[c:4]1[cH:5][cH:6][c:7](/[C:8](=[CH:9]/[CH:10]=[O:11])[CH:12]2[CH2:13][CH2:14][CH2:15][CH2:16][CH2:17]2)[cH:18][cH:19]1
3987,[CH3:1][O:2][C:3](=[O:4])[C:5](=[CH2:6])[NH:16][C:17](=[O:18])[O:19][C:20]([CH3:21])([CH3:22])[CH3:23].I[c:7]1[cH:8][cH:9][c:10]([N:11]([CH3:12])[CH3:13])[cH:14][cH:15]1>>[CH3:1][O:2][C:3](=[O:4])/[C:5](=[CH:6]/[c:7]1[cH:8][cH:9][c:10]([N:11]([CH3:12])[CH3:13])[cH:14][cH:15]1)[NH:16][C:17](=[O:18])[O:19][C:20]([CH3:21])([CH3:22])[CH3:23]
3988,[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH2:9].I[c:10]1[cH:11][cH:12][c:13]([C:14](=[O:15])[O:16][CH2:17][CH3:18])[cH:19][cH:20]1>>[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH:9][c:10]1[cH:11][cH:12][c:13]([C:14](=[O:15])[O:16][CH2:17][CH3:18])[cH:19][cH:20]1
3989,[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH2:9].I[c:10]1[cH:11][cH:12][c:13]([C:14](=[O:15])[O:16][CH2:17][CH3:18])[cH:19][cH:20]1>>[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH:9][c:10]1[cH:11][cH:12][c:13]([C:14](=[O:15])[O:16][CH2:17][CH3:18])[cH:19][cH:20]1
3990,[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH2:9].I[c:10]1[cH:11][cH:12][c:13]([C:14](=[O:15])[O:16][CH2:17][CH3:18])[cH:19][cH:20]1>>[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH:9][c:10]1[cH:11][cH:12][c:13]([C:14](=[O:15])[O:16][CH2:17][CH3:18])[cH:19][cH:20]1
3991,[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH2:9].I[c:10]1[cH:11][cH:12][c:13]([C:14](=[O:15])[O:16][CH2:17][CH3:18])[cH:19][cH:20]1>>[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[CH:8]=[CH:9][c:10]1[cH:11][cH:12][c:13]([C:14](=[O:15])[O:16][CH2:17][CH3:18])[cH:19][cH:20]1
3992,[CH2:9]=[CH:10][CH:11]=[O:12].I[c:8]1[cH:7][cH:6][c:5]([C:3]([O:2][CH3:1])=[O:4])[c:14]([O:15][CH3:16])[cH:13]1>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8](/[CH:9]=[CH:10]/[CH:11]=[O:12])[cH:13][c:14]1[O:15][CH3:16]
3993,Br[c:11]1[cH:12][n:13][cH:14][c:15]([C:16](=[O:17])[O:18][CH2:19][CH3:20])[cH:21]1.[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH:6]=[CH:7][O:8][CH2:9][CH3:10]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH:6]=[C:7]([O:8][CH2:9][CH3:10])[c:11]1[cH:12][n:13][cH:14][c:15]([C:16](=[O:17])[O:18][CH2:19][CH3:20])[cH:21]1
3994,[CH2:6]=[CH:7][CH2:8][CH:9]1[CH2:10][CH2:11][CH2:12][CH2:13][CH2:14]1.Br[c:5]1[cH:4][cH:3][c:2]([NH2:1])[c:16]([F:17])[cH:15]1>>[NH2:1][c:2]1[cH:3][cH:4][c:5](/[CH:6]=[CH:7]/[CH2:8][CH:9]2[CH2:10][CH2:11][CH2:12][CH2:13][CH2:14]2)[cH:15][c:16]1[F:17]
3995,[CH2:6]=[CH:7][CH2:8][CH:9]1[CH2:10][CH2:11][CH2:12][CH2:13][CH2:14]1.Br[c:5]1[cH:4][cH:3][c:2]([NH2:1])[c:16]([F:17])[cH:15]1>>[NH2:1][c:2]1[cH:3][cH:4][c:5](/[CH:6]=[CH:7]/[CH2:8][CH:9]2[CH2:10][CH2:11][CH2:12][CH2:13][CH2:14]2)[cH:15][c:16]1[F:17]
3996,[CH2:7]=[CH:8][C:9]([CH3:10])([CH2:11][CH2:12][CH:13]=[C:14]([CH3:15])[CH3:16])[CH2:17][O:18][Si:19]([c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)([c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1)[C:32]([CH3:33])([CH3:34])[CH3:35].I[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:37][cH:36]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](/[CH:7]=[CH:8]/[C:9]([CH3:10])([CH2:11][CH2:12][CH:13]=[C:14]([CH3:15])[CH3:16])[CH2:17][O:18][Si:19]([c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)([c:26]2[cH:27][cH:28][cH:29][cH:30][cH:31]2)[C:32]([CH3:33])([CH3:34])[CH3:35])[cH:36][cH:37]1
3997,[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH:6]=[CH2:7].Br[c:8]1[c:9]([NH:10][C@H:11]2[CH2:12][CH2:13][C@H:14]([O:15][CH2:16][CH2:17][OH:18])[CH2:19][CH2:20]2)[cH:21][c:22](-[n:23]2[c:24]([CH3:25])[cH:26][cH:27][c:28]2[CH3:29])[n:30][c:31]1[CH3:32]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])/[CH:6]=[CH:7]/[c:8]1[c:9]([NH:10][C@H:11]2[CH2:12][CH2:13][C@H:14]([O:15][CH2:16][CH2:17][OH:18])[CH2:19][CH2:20]2)[cH:21][c:22](-[n:23]2[c:24]([CH3:25])[cH:26][cH:27][c:28]2[CH3:29])[n:30][c:31]1[CH3:32]
